Epoch,Loss,Accuracy,Val_Loss,Val_Accuracy
34,0.039255041629076004,0.9873355031013489,0.0639614388346672,0.9849701523780823
35,0.040537819266319275,0.9870571494102478,0.06294243782758713,0.9844135046005249
36,0.038900572806596756,0.9871764183044434,0.2193731963634491,0.9564214944839478
37,0.03800143301486969,0.9872957468032837,0.09346406906843185,0.977017879486084
38,0.03670422360301018,0.9881108403205872,0.0672956258058548,0.9840158820152283
39,0.03329497203230858,0.9890254139900208,0.0922459289431572,0.9738369584083557
40,0.0375838465988636,0.9872758388519287,0.07304184883832932,0.9813121557235718
41,0.034737568348646164,0.9882699251174927,0.07777483016252518,0.979403555393219
42,0.038437023758888245,0.9874746799468994,0.06905041635036469,0.9844930171966553
43,0.03230633959174156,0.9891844391822815,0.05676644295454025,0.9860835075378418
44,0.034270405769348145,0.9887868165969849,0.06619858741760254,0.9846521019935608
45,0.034352678805589676,0.988369345664978,0.07150913774967194,0.9831411242485046
46,0.03201444074511528,0.9894827008247375,0.08261606097221375,0.9770973920822144
47,0.032950785011053085,0.9894429445266724,0.06998211145401001,0.9848111271858215
48,0.030918855220079422,0.9897411465644836,0.06339725106954575,0.9853677749633789
49,0.03313812240958214,0.9891446828842163,0.10148113965988159,0.9692246317863464
50,0.03192102909088135,0.9894429445266724,0.07686835527420044,0.980357825756073
51,0.03197793662548065,0.9891844391822815,0.07592334598302841,0.9817892909049988
52,0.031176403164863586,0.9896814823150635,0.07285720109939575,0.9829820990562439
53,0.031221648678183556,0.9892640113830566,0.07114514708518982,0.9820278286933899
54,0.03030567429959774,0.9897609949111938,0.06234819069504738,0.9857653975486755
55,0.03124893642961979,0.9899001717567444,0.06145124509930611,0.9870377779006958
56,0.030149638652801514,0.9901984333992004,0.08066059648990631,0.9820278286933899
57,0.030918197706341743,0.9899797439575195,0.06462083756923676,0.9837773442268372
58,0.029583794996142387,0.9901387691497803,0.06349977105855942,0.9857653975486755
59,0.02992289327085018,0.989840567111969,0.10442007333040237,0.9759045839309692
60,0.02707844227552414,0.9910135865211487,0.05454917997121811,0.9889463186264038
61,0.02660369873046875,0.9916497468948364,0.06239834055304527,0.9864016175270081
62,0.03109920211136341,0.9896218776702881,0.0553528293967247,0.9871968030929565
63,0.02606230601668358,0.9911328554153442,0.08148136734962463,0.9776540994644165
64,0.026843169704079628,0.9910334348678589,0.06023591756820679,0.9880715608596802
65,0.028155433014035225,0.9906159043312073,0.06262575089931488,0.9857653975486755
66,0.028511807322502136,0.9904171228408813,0.08950897306203842,0.9780516624450684
67,0.029872611165046692,0.9901189208030701,0.06299430876970291,0.9851292371749878
68,0.02604370005428791,0.9914310574531555,0.07011339068412781,0.9843339920043945
69,0.02600107155740261,0.990834653377533,0.07248561084270477,0.9825844764709473
70,0.025981735438108444,0.9916298985481262,0.061939094215631485,0.9878330230712891
71,0.02566111646592617,0.9915503859519958,0.058419618755578995,0.9878330230712891
72,0.026510456576943398,0.9910135865211487,0.07394793629646301,0.9831411242485046
73,0.02689688466489315,0.9913714528083801,0.05768074840307236,0.9875944256782532
74,0.024839531630277634,0.9914509654045105,0.05620318651199341,0.9881510734558105
75,0.025263573974370956,0.9913316369056702,0.06492295116186142,0.9876739382743835
76,0.02493288740515709,0.9917293190956116,0.06479541957378387,0.9853677749633789
77,0.025268597528338432,0.991788923740387,0.059215959161520004,0.9864016175270081
78,0.02534700371325016,0.9916895031929016,0.057426225394010544,0.9877534508705139
79,0.025514496490359306,0.9922462105751038,0.05345657095313072,0.9882306456565857
80,0.025560369715094566,0.9915304780006409,0.06864992529153824,0.9825844764709473
81,0.022820068523287773,0.992087185382843,0.07451396435499191,0.9819483160972595
82,0.023533133789896965,0.9922064542770386,0.06247328966856003,0.9858449101448059
83,0.023239420726895332,0.9921269416809082,0.07459085434675217,0.9812325835227966
84,0.023459136486053467,0.9921467900276184,0.06714534759521484,0.9864016175270081
85,0.02455400489270687,0.9917491674423218,0.07139502465724945,0.9840158820152283
86,0.023599175736308098,0.9922462105751038,0.06044083461165428,0.9876739382743835
87,0.023894259706139565,0.9921666979789734,0.07538044452667236,0.9837773442268372
88,0.02300654537975788,0.9921070337295532,0.06801358610391617,0.9848111271858215
89,0.022362442687153816,0.9923456311225891,0.06484527885913849,0.9862425327301025
90,0.02230866625905037,0.99256432056427,0.0736466571688652,0.9836183190345764
91,0.021428007632493973,0.9931607842445374,0.0812130868434906,0.9799602627754211
92,0.023022588342428207,0.9921269416809082,0.08480499684810638,0.9806759357452393
93,0.022494502365589142,0.9924649000167847,0.07484570890665054,0.9831411242485046
94,0.02183549851179123,0.9923257231712341,0.07986000180244446,0.9833002090454102
95,0.02132044918835163,0.9926239848136902,0.059651315212249756,0.9893439412117004
96,0.023333044722676277,0.9921467900276184,0.053164441138505936,0.9893439412117004
97,0.019813979044556618,0.9931011199951172,0.09684748202562332,0.9772564768791199
98,0.022681187838315964,0.9924649000167847,0.08227058500051498,0.9820278286933899
99,0.023111237213015556,0.9924450516700745,0.055374350398778915,0.9887872934341431
100,0.022686097770929337,0.9925245642662048,0.06045994162559509,0.9879920482635498
